,,,,,,,,,,Runoff processes,,,,,,,,,,,,,,,,,,,Thresholds,,,,,,,,,,,,,,,,,,Maximum contribution of streamflow components (%),,,,,,,,,Controlling factors on SATURATION excess overland flow generation,,,,,,,,,Controlling factors on INFILTRATION excess overland flow generation,,,,,,,,Controlling factors on subsurface flow generation,,,,,,,,,,Controlling factors on stream runoff magnitude,,,,,,,,,,,,,Controlling factors on subsurface hydrological connectivity,,,,,,,,Model Temp scale,,Factors affecting model performance,,,,,,,,,,,,,,,,,
Catchment name,Size (km2),Climate class,MAP (mm),Country,Continent,Forest type,Longitude,Latitude,References,Ch. Precip,SEOF,IEOF,SubFlow,Slow/deep SubFlow,Return flow/interflow,Vertical flow,Lateral flow,Preferential flow (no specifica vert/lat),Macropore flow (no specifical vert/lat),Vertical preferential flow,Lateral preferential flow,Pipe flow,Matrix flow,(Perched) WT/GW dynamics and changes in GW storage,Filling of subsurface depressions /fill and spill,Subsurface hillslope-stream connectivity,Water movement through bedrock or at the soil/bedrock interface (either SubFlow or GW rise),Dynamics of saturated areas,Thresholds,Soil moisture- streamflow threshold,Soil moisture and rainfall -streamflow threshold,Subsurface connectivity - streamflow threshold,Rainfall-Subsurface connectivity threshold,Soil moisture -groundwater threshold,Rainfall - growundwater threshold,Rainfall - streamflow threshold,Groundwater - streamflow threshold,Soil moisture-subsurface flow threshold,Rainfall -suburface flow threshold,Streamflow-EC trheshold,Rainfall -new water threshold,New water - streamflow threshold,Soil moisture -ET threshold,Catchment area - streamflow threshold,Soil moisture -  overland flow threshold,Rainfall - overland flow threshold,Rainfall,Snow/Snowmelt,Throughfall,Soil  water,Groundwater and springs,Overland flow and surface water,Subsurface water,Event water ,Pre-event water,Storm characteristics (intensity/amount),Groundwater dynamics,Wetness conditions,Soil repellency,Soil impervouness,Soil Organic layer ,Ksat (soil conductivity),Understory vegetation,Geomorphic features (including riparian area) and microtopography and macrotopography,Storm characteristics (intensity/amount),Groundwater dynamics,Wetness conditions,Soil impervouness/repellency (including hydrophobicity and frozen soil),Soil Organic layer ,Ksat (soil conductivity),Understory vegetation,Geomorphic features (including riparian area) and microtopography and macrotopography (linear structures),Preferential flow,Rainfall Amount,Rainfall Intensity,Antecedent conditions,"Hydraulic conductivity, soil horizons, mineral/organic layers, infiltration capacity",Macropore/mesopore shape/extension,Soil depth,"Living/decayed roots, pipes and soil cracks","Topographic properties (slope, TWI, hillslope morphology)","Bedrock leackage, bedrock topography, bedrock fracturation",Precipitation amount*,Precipitation intensity,Precipitation  seasonality,Snowmelt volume,"SWE, snow depth and properties","Antecedent soil moisture, soil moisture deficit and saturation patterns",Antecedent water table depth and storage,"Forest type, interception and tree transpiration","Geological, topographic and geomorphological  setting","Catchment elevation for snowmelt and reduction ET, temp",Catchment size and/or stream (network) size,"Soil properties (including frozen soil, soil depth, ksat and hydrophobicity)",Hydrological connectivity,Rainfall/snowmelt intensity,Hillslope/catchment topography,Saturation of riparian areas / high antecedent conditions,Overland flow,Permafrost patterns,Seasonality,Vegetation patterns,"Soil structure, impeding layers",Event scale/daily scale,Seasonal/annual/multi-annual scale,ET (including stomatal resistance),"LAI, biomass, vegetation height","Soil properties (hydraulic conduct., soil saturation, soil depth)","Temperature, Snowpack/snowmelt dynamics",Antecedent rainfall and rainfall amount,Antecedent water table,Antecedent soil moisture,Soil storage capacity,Topography and geology,Elevation,Flow along soil-bedrock interface,"Catchment size, spatial distribution Q or snowmelt in subcatchments",,,,,,
Agua Salut Sec,0.426,A,2657,Panama,SA,0,-79.74861111,9.216666667,"Birch et al., 2021, JoH, WRR",,,1,1,,,,1,1,1,1,1,,,1,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,24,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,1,,,,,1,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aixola,4.6,C,1480,Spain,EU,2,-1,43,"Zabaleta et al., 2013; Meaurio et al., 2015",,,,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
Alabama,55615,C,1374,USA,NA,2,-87.5505,31.6151,"Haas et al., 2024",,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Altes,217.4,C,763,Spain,EU,2,1.533333333,42.03333333,"Tuset et al., 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alum Creek (AC11),0.049,C,3121,USA,NA,2,-93,34.81,"Walega et al., 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,
"Ammonoosuc River near Bath, NH",1023,D,1125,USA,NA,2,-72,44.2,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Arnigad,1.91,D,2243,India,AS,2,78.09166667,30.45,"Qazi et al., 2020",,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arroyo Chico NR Guadalupe, NM",3600,B,297.6,USA,NA,2,-107.2,35.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Asahi,1634,C,1578.8,Japan,AS,2,133.9708333,34.60138889,"Guyo et al., 2024",,,,1,1,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,
B,1.69,C,1225,USA,NA,2,-81.68333333,33.21666667,"Klaus et al., 2015; Du et al., 2016",,,,1,,1,1,1,,,,,,1,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Babinda North Creek,0.183,A,4009,Australia,AU-NZ,0,145.9666667,-17.33333333,"Howard et al., 2010",,1,,1,,1,1,1,1,1,,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babinda South Creek,0.257,A,4009,Australia,AU-NZ,0,145.9666667,-17.33333333,"Howard et al., 2010",,1,,1,,1,1,1,1,1,,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bad R near Fort Pierre, SD",8151,D,457.9,USA,NA,2,-100.4,44.3,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Bajo Las Quemas 1,0.226,C,1698,Chile,SA,1,-73.26111111,-37.49444444,"Flores et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,
Bajo Las Quemas 2,0.222,C,1698,Chile,SA,1,-73.26111111,-37.49444444,"Flores et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,
Bansigad,2.86,D,2243,India,AS,2,78.04166667,30.45,"Qazi et al., 2020",,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baramgol,0.146,D,1664,South Korea,AS,0,127.6,35.03333333,"Im et al., 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,
Baratz,7.4,C,590,Italy,EU,0,8.3275,40.68083333,"Niedda and Pirastru, 2014",,1,,1,,,,,,,,,,,1,,,1,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
"Baron Fork at Eldon, OK",808,C,1256.9,USA,NA,2,-94.8,35.9,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Batchawana River,1280,D,1230,Canada,NA,2,-84.16666667,47.21666667,"Sanford et al., 2007",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,
Batiscan (St. Lawrence River),4505,D,1126,Canada,NA,2,-72.4,46.59,"Kinnard et al., 2022; 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear Branch,0.98,C,1110,USA,NA,0,-77.44,39.62083333,"Rice and Hornberger, 1998",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,91,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear Creek,267,D,750,USA,NA,2,-105.4166667,39.58333333,"Woolridge et al., 2020",,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,
Beaurivage (St. Lawrence River),709,D,1139,Canada,NA,2,-71.29,46.66,"Kinnard et al., 2022; 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beaver Creek near Beaver City, NEBR.",5387,D,509.6,USA,NA,2,-99.9,40.1,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Becancour (St. Lawrence River),2165,D,1139,Canada,NA,2,-71.45,46.31,"Kinnard et al., 2022; 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benner Run,11.34,C,1100,USA,NA,0,-78.01666667,40.93333333,"De Walle et al., 1997",,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Thompson River ,357,D,875,USA,NA,2,-105.5,40.33333333,"Woolridge et al., 2020",,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,
"Black Vermillion R NR Frankfort, KS",1062,C,865.3,USA,NA,2,-96.4,39.7,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"Blanco RV NR Kyle, TX",1067,C,902.6,USA,NA,2,-97.9,30,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
BOG,2.55,C,3145,USA,NA,0,-124.2175047,47.88595558,"Devine et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bras du Nord (St. Lawrence River),646,D,1190,Canada,NA,2,-71.8,47,"Kinnard et al., 2022; 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brugga,40.1,C,1750,Germany,EU,2,7.933333333,47.93333333,"Garvelmann et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brush Brook Watershed D,0.154,D,1117,USA,NA,2,-72.89305556,44.28972222,"Ross et al., 1994",,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brush Brook Watershed G,0.114,D,1117,USA,NA,2,-72.89305556,44.28972222,"Ross et al., 1994",,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryant Creek near Tecumseh, MO",1476,C,1118.6,USA,NA,2,-92.3,36.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"Buffalo River near ST. Joe, AR",2147,C,1237.3,USA,NA,2,-92.7,36,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Bugres,0.102,A,1600,Brasil,SA,2,-49.5,-26.4,"David et al., 2019",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,
C,1.17,C,1225,USA,NA,2,-81.68333333,33.21666667,"Klaus et al., 2015; Du et al., 2016",,,,1,,1,1,1,1,,,,,1,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
C1 in South Korea,0.02,D,1349,South Korea,SA,2,127.4666667,37.4,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C10 in South Korea (C3 in Nam et al., 2023)",0.18,C,1349,South Korea,SA,2,128.3833333,36.38333333,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C11 in South Korea,0.19,D,1349,South Korea,SA,2,127.4666667,37.4,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C12 in South Korea,0.2,D,1349,South Korea,SA,2,127.4666667,37.4,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C13 in South Korea,0.22,C,1349,South Korea,SA,2,127.25,36.6,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C14 in South Korea,0.24,D,1349,South Korea,SA,2,127.4666667,37.4,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C15 in South Korea (C4 in Nam et al., 2023)",0.34,D,1349,South Korea,SA,2,127.4666667,37.4,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C15 in South Korea (no correspondence with Nam et al., 2024)",1.67,C,1349,South Korea,SA,2,128.15,37.23333333,"Nam et al., 2023",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C16 in South Korea,0.35,C,1349,South Korea,SA,2,126.8666667,34.85,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C16 in South Korea (no correspondence with Nam et al., 2014)",1.691,C,1349,South Korea,SA,2,127.5833333,35.1,"Nam et al., 2023",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C17 in South Korea (C5 in Nam et al., 2023)",0.41,D,1349,South Korea,SA,2,128.3,37.81666667,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C18 in South Korea (C6 in Nam et al., 2023)",0.41,C,1349,South Korea,SA,2,126.8666667,34.85,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C19 in South Korea,0.45,D,1349,South Korea,SA,2,128.3,37.81666667,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C2 in South Korea,0.04,D,1349,South Korea,SA,2,127.4666667,37.4,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C20 in South Korea (C7 in Nam et al., 2023)",0.46,C,1349,South Korea,SA,2,128.3833333,36.38333333,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C21 in South Korea (C8 in Nam et al., 2023)",0.47,D,1349,South Korea,SA,2,127.4666667,37.4,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C22 in South Korea,0.55,D,1349,South Korea,SA,2,128.3,37.81666667,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C23 in South Korea (C9 in Nam et al., 2023)",0.56,D,1349,South Korea,SA,2,127.1166667,35.73333333,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C24 in South Korea (C10 in Nam et al., 2023)",0.59,C,1349,South Korea,SA,2,128.1333333,35.36666667,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C25 in South Korea,1.01,D,1349,South Korea,SA,2,128.3,37.81666667,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C26 in South Korea (C11 in Nam et al., 2023)",1.02,D,1349,South Korea,SA,2,128.3833333,36.38333333,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C27 in South Korea (C12 in Nam et al., 2023)",1.03,D,1349,South Korea,SA,2,128.3833333,36.38333333,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C28 in South Korea (C13 in Nam et al., 2023)",1.06,D,1349,South Korea,SA,2,128.3,37.81666667,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C29 in South Korea (C14 in Nam et al., 2023)",1.07,D,1349,South Korea,SA,2,127.1166667,35.73333333,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C3 in South Korea,0.05,C,1349,South Korea,SA,2,128.1333333,35.36666667,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
C30 in South Korea,1.21,D,1349,South Korea,SA,2,127.1166667,35.73333333,"Nam et al., 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C31 in South Korea (C17 in Nam et al., 2023)",1.92,D,1349,South Korea,SA,2,127.1166667,35.73333333,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C32 in South Korea (C18 in Nam et al., 2023)",1.98,D,1349,South Korea,SA,2,128.3,37.81666667,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
"C33 in South Korea (C19 in Nam et al., 2023)",1.99,D,1349,South Korea,SA,2,128.3,37.81666667,"Nam et al., 2023; 2024",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,
